num,CVE_ESTADO,DES_ESTADO,CVE_DIAGNO,DES_DIAGNO,CVE_CIE10,ACUMULADO,MENORES_1,DE01_A_04,DE05_A_09,DE10_A_14,DE15_A_19,DE20_A_24,DE25_A_44,DE45_A_49,DE50_A_59,DE60_A_64,DE65_Y_MAS,SE_IGNORAN,SSA,IMSS_ORD,ISSSTE,OTRAS,IMSS_SOL,D_IF,PEMEX,SEDENA,SEDEMAR,ENERO,FEBRERO,MARZO,ABRIL,MAYO,JUNIO,JULIO,AGOSTO,SEPTIEMBRE,OCTUBRE,NOVIEMBRE,DICIEMBRE,PERIODO,MENORES_1F,DE01_A_04F,DE05_A_09F,DE10_A_14F,DE15_A_19F,DE20_A_24F,DE25_A_44F,DE45_A_49F,DE50_A_59F,DE60_A_64F,DE65_Y_MAF,SE_IGNORAF,TOTALM,TOTALF,SSAM,IMSS_ORDM,ISSSTEM,OTRASM,IMSS_SOLM,D_IFM,PEMEXM,SEDENAM,SEDEMARM,SSAF,IMSS_ORDF,ISSSTEF,OTRASF,IMSS_SOLF,D_IFF,PEMEXF,SEDENAF,SEDEMARF,ENEROM,FEBREROM,MARZOM,ABRILM,MAYOM,JUNIOM,JULIOM,AGOSTOM,SEPTIEMBRM,OCTUBREM,NOVIEMBREM,DICIEMBREM,ENEROF,FEBREROF,MARZOF,ABRILF,MAYOF,JUNIOF,JULIOF,AGOSTOF,SEPTIEMBRF,OCTUBREF,NOVIEMBREF,DICIEMBREF
10079,7,Chiapas,109,"Úlceras, gastritis y duodenitis",K25-K29,54697,30,84,245,680,1313,2105,5284,2730,2964,1816,2013,22,27342,6632,3250,8268,8623,0,0,550,32,3795,4108,5311,3895,5778,4774,4458,5439,4466,4742,4969,2962,2017,33,73,332,1343,2797,4194,11495,4646,5268,2391,2817,22,19286,35411,9684,2313,1229,3449,2431,0,0,174,6,17658,4319,2021,4819,6192,0,0,376,26,1352,1422,1848,1467,2056,1683,1590,1886,1532,1641,1745,1064,2443,2686,3463,2428,3722,3091,2868,3553,2934,3101,3224,1898
10080,7,Chiapas,110,Infección de vías urinarias,"N30, N34, N39.0",150892,245,1447,2279,1983,2522,3393,8277,3775,4577,2885,5188,80,54682,25505,7853,30051,30216,0,797,1510,278,9416,10729,14197,11035,15088,13424,13225,15796,12200,13021,14034,8727,2017,283,2612,4111,4086,11455,16923,38420,10637,12238,5503,7883,90,36651,114241,11726,6499,2397,10702,4649,0,239,350,89,42956,19006,5456,19349,25567,0,558,1160,189,2346,2667,3470,2761,3662,3282,3145,3832,3011,3104,3303,2068,7070,8062,10727,8274,11426,10142,10080,11964,9189,9917,10731,6659
10081,7,Chiapas,111,Enfermedad alcohólica del hígado,K70 excepto K70.3,173,0,0,1,1,5,1,16,15,21,28,17,1,114,7,21,9,22,0,0,0,0,23,15,14,4,18,9,16,17,20,12,15,10,2017,0,1,1,0,3,6,15,9,18,6,8,0,106,67,75,4,12,2,13,0,0,0,0,39,3,9,7,9,0,0,0,0,13,5,10,3,8,8,11,9,13,10,9,7,10,10,4,1,10,1,5,8,7,2,6,3
10082,7,Chiapas,112,Intoxicación aguda por alcohol,F10.0,601,0,0,1,2,40,102,188,56,55,12,11,3,401,37,1,57,105,0,0,0,0,52,36,57,52,42,49,42,60,51,39,60,61,2017,0,0,1,5,23,21,53,9,13,2,4,0,470,131,296,33,1,54,86,0,0,0,0,105,4,0,3,19,0,0,0,0,36,27,47,39,37,39,33,50,41,30,45,46,16,9,10,13,5,10,9,10,10,9,15,15
10083,7,Chiapas,114,Desnutrición leve,E44.1,2947,307,684,201,73,42,16,16,8,16,5,12,0,1290,494,88,503,554,0,0,0,18,219,213,389,188,345,298,215,250,243,191,270,126,2017,323,753,192,97,63,26,36,14,20,19,24,0,1380,1567,631,201,35,246,255,0,0,0,12,659,293,53,257,299,0,0,0,6,101,108,186,98,172,131,96,123,97,88,123,57,118,105,203,90,173,167,119,127,146,103,147,69
10084,7,Chiapas,115,Desnutrición moderada,E44.0,645,73,168,29,13,7,3,4,3,4,4,10,1,394,11,45,20,171,0,0,0,4,68,42,73,38,71,51,52,71,66,56,36,21,2017,83,146,27,13,12,8,14,5,7,3,8,0,319,326,204,5,21,10,78,0,0,0,1,190,6,24,10,93,0,0,0,3,38,25,39,21,31,18,28,33,31,30,14,11,30,17,34,17,40,33,24,38,35,26,22,10
10085,7,Chiapas,116,Desnutrición severa,E40-E43,236,33,36,6,2,1,2,8,0,4,6,3,0,168,8,1,16,43,0,0,0,0,22,20,17,17,22,17,24,39,15,17,14,12,2017,33,39,6,0,6,5,21,4,5,9,7,0,101,135,67,2,0,8,24,0,0,0,0,101,6,1,8,19,0,0,0,0,7,6,9,8,7,2,12,22,11,8,4,5,15,14,8,9,15,15,12,17,4,9,10,7
10086,7,Chiapas,117,Displasia cervical leve y moderada@,N87.0-N87.1,178,0,0,0,0,0,0,0,0,0,0,0,0,68,34,0,0,76,0,0,0,0,21,11,29,11,21,22,9,14,7,14,14,5,2017,0,0,0,1,2,15,108,23,17,7,5,0,0,178,0,0,0,0,0,0,0,0,0,68,34,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,11,29,11,21,22,9,14,7,14,14,5
10087,7,Chiapas,118,Displasia cervical severa y CaCu in situ@,"N87.2, D06",67,0,0,0,0,0,0,0,0,0,0,0,0,27,25,0,0,14,0,0,1,0,2,1,9,3,9,18,7,6,5,3,3,1,2017,0,0,0,0,2,4,36,10,9,3,3,0,0,67,0,0,0,0,0,0,0,0,0,27,25,0,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,9,3,9,18,7,6,5,3,3,1
10088,7,Chiapas,119,Tumor maligno de la mama#,C50,116,0,0,0,0,0,0,0,0,0,0,0,0,29,61,17,1,8,0,0,0,0,9,10,17,12,22,10,9,6,11,4,6,0,2017,0,0,0,0,1,0,32,18,41,8,16,0,0,116,0,0,0,0,0,0,0,0,0,29,61,17,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,17,12,22,10,9,6,11,4,6,0
10089,7,Chiapas,12,Teniasis,B68,88,0,3,3,4,2,3,11,2,4,1,2,0,8,67,1,4,8,0,0,0,0,31,20,20,0,0,0,0,9,2,1,2,3,2017,0,2,4,1,2,2,22,5,8,3,4,0,35,53,7,23,0,2,3,0,0,0,0,1,44,1,2,5,0,0,0,0,10,5,10,0,0,0,0,8,0,0,2,0,21,15,10,0,0,0,0,1,2,1,0,3
10090,7,Chiapas,122,Violencia intrafamiliar,Y07.0-Y07.2,892,0,1,12,17,14,12,25,7,4,2,6,0,800,63,0,3,14,0,0,12,0,62,103,94,36,99,54,59,105,74,83,88,35,2017,1,10,27,62,141,142,312,46,32,6,12,1,100,792,69,26,0,1,0,0,0,4,0,731,37,0,2,14,0,0,8,0,13,13,13,1,9,5,4,11,3,10,12,6,49,90,81,35,90,49,55,94,71,73,76,29
10091,7,Chiapas,123,Peatón lesionado en accidente de transporte,V01-V09,309,0,3,6,12,19,39,52,29,19,5,6,0,232,9,2,34,32,0,0,0,0,30,19,19,24,32,20,21,30,12,41,30,31,2017,0,4,5,9,9,27,30,17,13,3,2,0,190,119,145,4,2,16,23,0,0,0,0,87,5,0,18,9,0,0,0,0,17,10,14,14,22,10,13,23,8,25,14,20,13,9,5,10,10,10,8,7,4,16,16,11
10092,7,Chiapas,124,Accidentes de transporte en vehículos con motor,"V20-V29, V40-V79",1082,3,17,13,20,88,138,235,62,99,9,19,1,698,143,7,39,190,0,5,0,0,97,101,121,59,104,56,61,98,85,98,98,104,2017,3,9,13,16,62,50,122,45,32,9,17,0,704,378,495,63,5,11,128,0,2,0,0,203,80,2,28,62,0,3,0,0,55,58,100,37,61,40,45,58,59,63,58,70,42,43,21,22,43,16,16,40,26,35,40,34
10093,7,Chiapas,125,Quemaduras,T20-T32,1401,14,86,53,33,29,83,243,36,55,23,38,1,490,651,41,71,121,0,27,0,0,94,93,141,105,127,122,96,119,106,118,145,135,2017,9,91,48,32,35,57,206,60,81,29,59,0,694,707,243,341,15,28,60,0,7,0,0,247,310,26,43,61,0,20,0,0,49,41,80,65,67,62,39,45,46,63,73,64,45,52,61,40,60,60,57,74,60,55,72,71
10094,7,Chiapas,126,Mordeduras por perro,W54,2126,1,91,184,186,125,81,251,60,80,42,66,0,1417,261,54,69,286,0,27,7,5,175,111,194,137,209,225,191,188,177,186,204,129,2017,0,62,102,89,97,89,287,69,94,30,39,1,1167,959,782,133,33,35,160,0,17,3,4,635,128,21,34,126,0,10,4,1,88,72,102,73,114,141,108,104,88,98,110,69,87,39,92,64,95,84,83,84,89,88,94,60
10095,7,Chiapas,127,Diabetes mellitus insulinodependiente (Tipo I)~,E10,33,0,0,3,2,6,6,0,0,0,0,0,2,16,9,2,3,3,0,0,0,0,2,4,4,2,2,2,5,2,2,5,3,0,2017,0,0,0,2,7,5,0,0,0,0,0,0,19,14,7,6,2,2,2,0,0,0,0,9,3,0,1,1,0,0,0,0,1,2,2,1,2,2,3,1,0,3,2,0,1,2,2,1,0,0,2,1,2,2,1,0
10096,7,Chiapas,128,Gingivitis y enfermedad periodontal,K05,25914,49,195,519,547,999,1129,2689,1365,1311,744,754,4,15352,3185,1244,2211,3634,0,137,151,0,1576,1781,2503,1771,2533,1986,2028,2461,2190,2668,2833,1584,2017,40,219,584,723,1655,2353,5164,1755,1785,751,577,3,10305,15609,5814,1226,546,1070,1522,0,62,65,0,9538,1959,698,1141,2112,0,75,86,0,698,694,1042,742,1033,816,789,958,834,984,1057,658,878,1087,1461,1029,1500,1170,1239,1503,1356,1684,1776,926
10097,7,Chiapas,129,Encefalocele,Q01,4,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,2017,1,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10098,7,Chiapas,130,Espina bífida,Q05,16,9,0,0,0,0,0,0,0,0,0,0,0,13,0,2,0,1,0,0,0,0,1,1,3,2,0,1,1,1,2,2,1,1,2017,7,0,0,0,0,0,0,0,0,0,0,0,9,7,7,0,1,0,1,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,2,1,1,1,1,1,1,0,0,1,1,1,0,0,0
10099,7,Chiapas,131,Labio y paladar hendido,Q35-Q37,34,24,0,0,0,0,0,0,0,0,0,0,0,28,0,0,1,5,0,0,0,0,1,0,0,1,6,2,4,2,4,7,6,1,2017,10,0,0,0,0,0,0,0,0,0,0,0,24,10,20,0,0,1,3,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,1,4,1,4,1,4,6,2,1,1,0,0,0,2,1,0,1,0,1,4,0
10100,7,Chiapas,132,Mordeduras por otros mamíferos,W55,217,0,9,10,10,7,9,30,3,15,8,8,0,160,23,4,1,26,0,1,0,2,12,12,27,8,27,25,19,20,21,23,16,7,2017,0,11,4,5,8,12,38,5,14,1,10,0,109,108,75,11,2,0,18,0,1,0,2,85,12,2,1,8,0,0,0,0,7,4,14,4,15,13,12,11,7,11,10,1,5,8,13,4,12,12,7,9,14,12,6,6
10101,7,Chiapas,133,Mordedura por serpiente,X20,179,0,1,7,7,11,17,39,5,8,5,7,0,147,0,1,0,31,0,0,0,0,19,12,7,6,21,12,9,19,15,29,18,12,2017,0,3,5,8,7,12,28,3,5,0,1,0,107,72,84,0,1,0,22,0,0,0,0,63,0,0,0,9,0,0,0,0,11,10,7,3,9,8,6,12,9,11,13,8,8,2,0,3,12,4,3,7,6,18,5,4
10102,7,Chiapas,135,Obesidad,E66,12923,48,118,198,263,230,296,1508,598,677,323,265,7,2319,5018,1490,1121,2760,0,34,142,39,890,1095,1601,771,1301,1164,1090,1278,898,1037,1117,681,2017,55,100,164,246,359,586,3382,1181,1476,479,362,2,4531,8392,808,1774,561,530,772,0,16,53,17,1511,3244,929,591,1988,0,18,89,22,323,385,570,256,430,382,383,444,337,369,400,252,567,710,1031,515,871,782,707,834,561,668,717,429
10103,7,Chiapas,136,Diabetes mellitus en el embarazo=,O24.4,98,0,0,0,0,0,0,0,0,0,0,0,0,57,34,0,1,6,0,0,0,0,12,2,11,9,4,9,6,8,11,9,9,8,2017,0,0,0,0,2,20,66,5,5,0,0,0,0,98,0,0,0,0,0,0,0,0,0,57,34,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,11,9,4,9,6,8,11,9,9,8
10104,7,Chiapas,137,Enteritis debida a rotavirus,A08.0,99,23,18,5,0,1,0,0,1,0,0,0,0,88,7,2,0,2,0,0,0,0,15,15,20,24,10,0,5,2,2,0,4,2,2017,20,18,3,4,0,1,2,1,1,1,0,0,48,51,43,2,1,0,2,0,0,0,0,45,5,1,0,0,0,0,0,0,5,7,9,14,4,0,4,1,1,0,2,1,10,8,11,10,6,0,1,1,1,0,2,1
10105,7,Chiapas,14,Otras helmintiasis,"B65-B67, B70-B76, B78, B79, B81-B83 excepto B73 y B75",4528,22,380,466,299,139,75,236,64,126,46,86,0,1536,1643,263,345,73,0,668,0,0,380,445,714,255,338,222,297,706,274,271,373,253,2017,33,448,495,294,198,147,438,134,185,79,119,19,1939,2589,589,700,133,141,33,0,343,0,0,947,943,130,204,40,0,325,0,0,165,188,325,122,154,96,128,283,107,113,144,114,215,257,389,133,184,126,169,423,167,158,229,139
10106,7,Chiapas,144,Leishmaniasis visceral,B55.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10107,7,Chiapas,145,Leishmaniasis cutánea,B55.1,59,0,1,0,3,4,5,15,6,6,0,5,0,56,1,0,0,0,0,0,2,0,7,14,6,1,4,5,5,6,7,0,1,3,2017,1,1,1,0,1,1,6,2,1,0,0,0,45,14,42,1,0,0,0,0,0,2,0,14,0,0,0,0,0,0,0,0,5,11,4,1,3,5,2,3,7,0,1,3,2,3,2,0,1,0,3,3,0,0,0,0
10108,7,Chiapas,146,Enfermedad por virus Chikungunya,A92.0,4,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,2017,0,0,0,2,0,0,1,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
10109,7,Chiapas,148,Efectos del calor y de la luz,"T67, X30",200,8,6,8,7,12,8,23,2,4,6,9,0,124,62,0,3,11,0,0,0,0,38,19,15,18,28,10,9,5,15,19,20,4,2017,4,3,3,9,7,14,32,10,12,3,10,0,93,107,60,26,0,1,6,0,0,0,0,64,36,0,2,5,0,0,0,0,22,10,9,9,13,7,3,4,3,4,8,1,16,9,6,9,15,3,6,1,12,15,12,3
10110,7,Chiapas,15,Faringitis y amigdalitis estreptocócicas,"J02.0, J03.0",7140,262,607,548,326,238,181,501,146,191,76,144,2,3134,312,122,3359,0,0,0,0,213,587,389,687,379,632,619,685,686,587,611,780,498,2017,224,542,541,353,280,308,895,209,275,111,179,1,3222,3918,1332,152,50,1604,0,0,0,0,84,1802,160,72,1755,0,0,0,0,129,253,182,296,169,280,294,322,285,269,280,356,236,334,207,391,210,352,325,363,401,318,331,424,262
10111,7,Chiapas,150,Cirrosis hepática alcohólica,K70.3,284,0,0,0,0,0,2,15,18,63,36,48,0,120,72,78,7,7,0,0,0,0,19,15,15,23,28,17,33,41,26,26,28,13,2017,0,0,0,0,0,1,3,9,31,27,30,1,182,102,80,59,33,5,5,0,0,0,0,40,13,45,2,2,0,0,0,0,12,8,9,15,16,12,24,30,16,12,21,7,7,7,6,8,12,5,9,11,10,14,7,6
10112,7,Chiapas,151,Hiperplasia de la próstata},N40,2439,0,0,0,0,0,0,46,77,402,472,1438,4,429,1609,205,135,60,0,0,0,1,83,136,200,147,248,224,261,284,208,213,272,163,2017,0,0,0,0,0,0,0,0,0,0,0,0,2439,0,429,1609,205,135,60,0,0,0,1,0,0,0,0,0,0,0,0,0,83,136,200,147,248,224,261,284,208,213,272,163,0,0,0,0,0,0,0,0,0,0,0,0
10113,7,Chiapas,152,Hipotermia,T68,5,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,2017,0,1,0,0,0,0,0,0,0,0,2,0,2,3,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
10114,7,Chiapas,153,Intoxicación por monoxido de carbono,T58,4,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2017,0,0,0,1,1,0,0,0,0,1,0,0,1,3,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0
10115,7,Chiapas,155,"Anorexia, bulimia y otros trastornos alimentarios",F50,79,2,3,1,3,4,1,2,3,1,1,1,0,22,12,18,21,6,0,0,0,0,8,1,7,24,6,0,3,3,8,5,13,1,2017,0,3,2,2,10,8,10,7,8,3,4,0,22,57,6,2,6,6,2,0,0,0,0,16,10,12,15,4,0,0,0,0,2,0,2,8,1,0,1,1,3,1,3,0,6,1,5,16,5,0,2,2,5,4,10,1
10116,7,Chiapas,16,Infecciones respiratorias agudas,"J00-J06, J20, J21 excepto J02.0 y J03.0",624533,27801,58587,41964,26180,17998,17180,35781,13744,16374,10478,14803,277,241275,92997,29314,131599,120536,0,3951,4129,732,48776,50649,61820,41911,55140,54564,49228,53529,49722,51811,62956,44427,2017,27546,58329,42342,26343,21790,24104,63109,21477,27541,13322,17224,239,281167,343366,111009,40774,12578,62098,50817,0,1835,1688,368,130266,52223,16736,69501,69719,0,2116,2441,364,22343,22840,28552,18743,24869,24282,22014,23981,22320,23319,28370,19534,26433,27809,33268,23168,30271,30282,27214,29548,27402,28492,34586,24893
10117,7,Chiapas,169,Depresión,F32,1754,0,0,5,19,24,24,112,49,62,62,98,1,367,308,129,336,55,0,0,552,7,155,176,186,148,156,106,125,171,136,146,168,81,2017,0,1,8,20,67,100,409,187,234,121,151,0,456,1298,74,53,31,122,8,0,0,168,0,293,255,98,214,47,0,0,384,7,37,48,48,40,45,27,38,40,38,30,43,22,118,128,138,108,111,79,87,131,98,116,125,59
10118,7,Chiapas,17,Neumonías y bronconeumonías,"J12-J18 excepto J18.2, J13 y J14",2037,214,231,66,29,34,28,93,29,61,40,190,2,1400,352,16,171,90,0,3,0,5,184,194,198,141,184,138,94,155,176,228,244,101,2017,166,187,57,21,30,33,121,48,102,74,177,4,1017,1020,714,179,3,76,41,0,2,0,2,686,173,13,95,49,0,1,0,3,99,87,112,72,102,52,40,72,90,120,120,51,85,107,86,69,82,86,54,83,86,108,124,50
10119,7,Chiapas,170,Enfermedad de Parkinson{,G20,165,0,0,0,0,0,0,0,0,15,11,77,0,20,109,22,3,9,0,2,0,0,3,13,16,10,10,15,8,20,15,12,21,22,2017,0,0,0,0,0,0,2,2,6,11,41,0,103,62,15,74,8,2,2,0,2,0,0,5,35,14,1,7,0,0,0,0,3,8,11,8,4,10,5,17,7,7,12,11,0,5,5,2,6,5,3,3,8,5,9,11
10120,7,Chiapas,171,Enfermedad de Alzheimer+,G30,37,0,0,0,0,0,0,0,0,1,0,16,0,1,26,8,2,0,0,0,0,0,0,2,4,1,2,1,5,10,3,3,5,1,2017,0,0,0,0,0,0,0,0,0,1,19,0,17,20,1,8,7,1,0,0,0,0,0,0,18,1,1,0,0,0,0,0,0,0,2,1,2,0,1,4,2,1,4,0,0,2,2,0,0,1,4,6,1,2,1,1
10121,7,Chiapas,172,Herida por arma de fuego y punzocortantes,W32-W34,3689,7,112,172,241,304,347,858,212,225,74,112,3,1720,1,2,78,1887,0,0,0,1,330,300,246,207,339,263,254,322,278,331,473,346,2017,7,55,91,78,85,150,287,64,106,26,73,0,2667,1022,1255,1,1,53,1356,0,0,0,1,465,0,1,25,531,0,0,0,0,247,220,191,155,220,195,187,234,189,261,342,226,83,80,55,52,119,68,67,88,89,70,131,120
10122,7,Chiapas,173,Conjuntivitis,H10,30551,618,1194,1391,1282,1082,1312,3975,949,1169,551,862,9,7971,9193,2193,7082,2889,0,539,464,220,1248,1208,1746,1310,2374,1361,1542,1909,1454,7088,7984,1327,2017,565,1185,1321,1214,1282,1572,4981,1050,1429,657,900,1,14394,16157,3524,4661,959,3352,1225,0,314,206,153,4447,4532,1234,3730,1664,0,225,258,67,601,555,790,631,1081,642,721,890,692,3383,3806,602,647,653,956,679,1293,719,821,1019,762,3705,4178,725
10123,7,Chiapas,174,"Contacto traumatico con avispas, avispones y abejas",X23,123,1,8,9,6,13,3,21,5,8,2,7,1,86,0,0,7,25,0,4,0,1,3,12,18,3,16,7,6,19,11,11,14,3,2017,0,4,9,7,6,8,3,1,0,1,0,0,84,39,59,0,0,2,19,0,4,0,0,27,0,0,5,6,0,0,0,1,2,9,11,2,11,5,5,12,8,5,12,2,1,3,7,1,5,2,1,7,3,6,2,1
10124,7,Chiapas,175,Tifo epidémico,A75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10125,7,Chiapas,176,Enfermedad invasiva por neumococo,"A40.3, G00.1, J13",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10126,7,Chiapas,177,Otras salmonelosis,A02,22282,36,345,700,851,875,937,2332,626,660,238,448,3,8312,6276,1361,4974,1146,0,8,164,41,1362,1552,1946,1597,2968,2484,1906,2095,1575,1849,1834,1114,2017,45,385,892,1144,1450,1595,5031,1141,1412,481,646,9,8051,14231,2800,2341,499,1998,331,0,4,63,15,5512,3935,862,2976,815,0,4,101,26,527,539,696,596,1154,915,675,718,566,643,628,394,835,1013,1250,1001,1814,1569,1231,1377,1009,1206,1206,720
10127,7,Chiapas,178,Fiebre paratifoidea,A01.1-A01.4,1539,5,21,51,49,66,61,128,55,31,14,25,0,1053,0,77,187,222,0,0,0,0,81,112,133,80,193,129,113,142,168,147,160,81,2017,3,26,60,83,129,152,350,88,88,32,22,0,506,1033,328,0,39,79,60,0,0,0,0,725,0,38,108,162,0,0,0,0,19,37,52,30,59,51,40,40,57,37,55,29,62,75,81,50,134,78,73,102,111,110,105,52
10128,7,Chiapas,179,Vulvovaginitis^,N76,23046,0,0,0,0,0,0,0,0,0,0,0,0,5826,2146,333,2419,11656,0,20,603,43,1396,1678,2202,1563,2354,2255,2019,2442,1715,1993,2036,1393,2017,8,119,220,344,2242,4376,11258,2388,1416,377,294,4,0,23046,0,0,0,0,0,0,0,0,0,5826,2146,333,2419,11656,0,20,603,43,0,0,0,0,0,0,0,0,0,0,0,0,1396,1678,2202,1563,2354,2255,2019,2442,1715,1993,2036,1393
10129,7,Chiapas,18,Otitis media aguda,H65.0-H65.1,28096,261,1182,1856,1533,1236,1393,2231,1064,964,553,639,13,10127,49,989,11863,4171,0,42,789,66,2156,2338,2337,2090,2939,2181,2097,2658,2335,2451,2706,1808,2017,237,1304,1963,1608,1625,1720,3485,1128,1094,505,479,23,12925,15171,4423,23,444,5850,1773,0,18,355,39,5704,26,545,6013,2398,0,24,434,27,1054,1119,1073,985,1391,988,910,1178,1016,1066,1237,908,1102,1219,1264,1105,1548,1193,1187,1480,1319,1385,1469,900
10130,7,Chiapas,180,Otras rickettsiosis,A79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10131,7,Chiapas,181,Infección asociada a la atención de la salud,S/C,108,7,0,1,0,0,3,1,0,5,2,10,0,26,0,5,32,43,0,0,2,0,16,17,9,3,0,10,5,13,8,10,8,9,2017,5,0,1,4,11,12,23,6,9,1,7,0,29,79,5,0,3,17,4,0,0,0,0,21,0,2,15,39,0,0,2,0,9,5,3,0,0,1,1,4,2,1,0,3,7,12,6,3,0,9,4,9,6,9,8,6
10132,7,Chiapas,182,Enfermedad por Virus Ébola,A98.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10133,7,Chiapas,183,Infección por Virus Zika,U06.9,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,2017,0,1,1,0,0,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0
10134,7,Chiapas,184,Microcefalia**,Q02,22,9,0,0,0,0,0,0,0,0,0,0,0,17,0,2,1,2,0,0,0,0,7,4,2,2,0,3,2,1,0,1,0,0,2017,13,0,0,0,0,0,0,0,0,0,0,0,9,13,7,0,1,0,1,0,0,0,0,10,0,1,1,1,0,0,0,0,3,4,0,0,0,1,1,0,0,0,0,0,4,0,2,2,0,2,1,1,0,1,0,0
10135,7,Chiapas,186,Tripanosomiasis americana aguda (Enfermedad de Chagas),B57.0-B57.1,31,0,0,0,1,0,2,13,2,3,0,0,0,28,1,0,0,0,0,0,2,0,1,3,6,2,2,5,3,2,4,0,2,1,2017,0,0,0,1,1,0,5,1,1,1,0,0,21,10,18,1,0,0,0,0,0,2,0,10,0,0,0,0,0,0,0,0,1,2,4,0,1,4,2,2,2,0,2,1,0,1,2,2,1,1,1,0,2,0,0,0
10136,7,Chiapas,187,Tripanosomiasis americana crónica (Enfermedad de Chagas),B57.2-B57.5,25,0,0,1,0,0,1,4,5,3,1,0,0,22,2,1,0,0,0,0,0,0,4,2,1,0,0,0,5,0,9,2,1,1,2017,0,0,1,0,0,0,2,2,3,1,1,0,15,10,13,1,1,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,2,1,0,0,0,0,4,0,6,0,1,1,2,1,1,0,0,0,1,0,3,2,0,0
